OBJECT_NAME,OBJECT_ID
TELSTAR 19V,2018-059A
TELKOM-4,2018-064A
TELSTAR 18V,2018-069A
AZERSPACE 2/INTELSAT 38,2018-074A
HORIZONS 3E,2018-074B
AEHF 4 (USA 288),2018-079A
BEIDOU 3G1,2018-085A
GSAT 29,2018-089A
ES'HAIL 2,2018-090A
GEO-KOMPSAT-2A,2018-100A
GSAT 11,2018-100B
GSAT 7A,2018-105A
COSMOS 2533,2018-107A
TJS-3,2018-110A
CHINASAT 2D,2019-001A
SAUDIGEOSAT1/HELLASSAT4,2019-007A
GSAT 31,2019-007B
NUSANTARA SATU,2019-009A
S5,2019-009D
CHINASAT 6C,2019-012A
WGS 10 (USA 291),2019-014A
TIANLIAN 2-01,2019-017A
ARABSAT 6A,2019-021A
BEIDOU 3 IGSO-1,2019-023A
BEIDOU 2 G8,2019-027A
YAMAL 601,2019-031A
ATT T-16,2019-034A
EUTE 7C,2019-034B
BEIDOU 3 IGSO-2,2019-035A
COSMOS 2539,2019-048A
EDRS-C,2019-049A
INTELSAT 39,2019-049B
AMOS 17,2019-050A
AEHF 5 (USA 292),2019-051A
EUTE 5W B,2019-067A
MEV-1,2019-067B
TJS-4,2019-070A
BEIDOU 3 IGSO-3,2019-073A
TIBA-1,2019-080A
INMARSAT GX5,2019-080B
JCSAT 18,2019-091A
ELEKTRO-L 3,2019-095A
SJ-20,2019-097A
TJS-5,2020-002A
GSAT 30,2020-005A
EUTE KONNECT,2020-005B
JCSAT 17,2020-013A
GEO-KOMPSAT-2B,2020-013B
BEIDOU 3 G2,2020-017A
AEHF 6 (USA 298),2020-022B
BEIDOU 3 G3,2020-040A
APSTAR 6D,2020-045A
KOREASAT 116,2020-048A
EXPRESS 103,2020-053A
EXPRESS 80,2020-053B
BSAT-4B,2020-056A
MEV-2,2020-056B
GALAXY 30,2020-056C
GAOFEN 13,2020-071A
TIANTONG-1 2,2020-082A
LUCAS (JDRS-1),2020-089A
XM-7,2020-096A
CMS-01,2020-099A
TURKSAT 5A,2021-001A
TIANTONG-1 3,2021-003A
TJS-6,2021-010A
SHIYAN 9 (SY-9),2021-019A
SBIRS GEO 5 (USA 315),2021-042A
FENGYUN 4B,2021-047A
XM-8,2021-049A
TIANLIAN 1-O5,2021-063A
STARONE D2,2021-069A
EUTELSAT QUANTUM,2021-069B
CHINASAT 2E,2021-071A
TJS-7,2021-077A
CHINASAT 9B,2021-080A
SES 17,2021-095A
SYRACUSE 4A,2021-095B
CHINASAT 1D,2021-114A
STPSAT-6,2021-118A
EXPRESS AMU-7,2021-123A
EXPRESS AMU-3,2021-123B
TIANLIAN 2-02,2021-124A
TURKSAT 5B,2021-126A
INMARSAT 6-F1,2021-128A
SHIYAN 12 01 (SY-12 01),2021-129A
SHIYAN 12 02 (SY-12 02),2021-129B
TJS-9,2021-135A
USA 324,2022-006A
USA 325,2022-006B
GOES 18,2022-021A
CHINASAT 6D,2022-038A
NILESAT 301,2022-061A
CMS-02,2022-067A
MEASAT 3D,2022-067B
SES-22,2022-071A
WFOV (USA 332),2022-073A
TIANLIAN-2 03,2022-078A
SBIRS-GEO 6 (USA 336),2022-092A
CHINASAT 1E,2022-112A
SES 20,2022-123A
SES 21,2022-123B
